"id","iso","country","score","eh","ev","eh_hi","eh_aq","eh_ws","ev_wr","ev_ag","ev_fo","ev_fi","ev_bd","ev_ce","eh_hi_child_mortality","eh_aq_household_air_quality","eh_aq_exposure_pm25","eh_aq_exceedance_pm25","eh_ws_access_to_sanitation","eh_ws_access_to_drinking_water","ev_wr_wastewater_treatment","ev_ag_agricultural_subsidies","ev_ag_pesticide_regulation","ev_fo_change_in_forest_cover","ev_fi_fish_stocks","ev_fi_coastal_shelf_fishing_pressure","ev_bd_terrestrial_protected_areas_national_biome","ev_bd_terrestrial_protected_areas_global_biome","ev_bd_marine_protected_areas","ev_bd_critical_habitat_protection","ev_ce_trend_in_carbon_intensity","ev_ce_change_of_trend_in_carbon_intensity","ev_ce_trend_in_co2_emissions_per_kwh","access_to_electricity","year"
699,"HN","Honduras",48.59,56.53,43.29,51.73,82.88,34.98,15.54,92,6.17,29.13,76.81,48.29,51.73,49,100,99.64,30.99,38.97,15.54,100,84,6.17,9.09,49.17,82.16,79.69,65.41,80,43.61,50.93,43.04,81,2010
694,"GT","Guatemala",47.82,59.62,39.96,57.07,80.76,41.03,5.37,94,0,34.85,57.55,64.18,57.07,43,100,99.28,31.21,50.84,5.37,100,88,0,25.93,43.78,80.11,53.82,76.26,20,60,56.98,78.52,82,2010
649,"BW","Botswana",47.29,61.25,37.98,53.93,87.67,42.16,0.95,20,,,100,16.57,53.93,63,100,100,19,65.32,0.95,,20,,,,100,100,,,61.98,11.37,6.12,43,2010
748,"OM","Oman",47.19,79.62,25.57,87.38,94.98,56.51,13.4,24,,24.82,42.28,21.64,87.38,95,100,89.93,66.95,46.07,13.4,,24,,12.02,37.63,61.74,53.99,53.4,0,0,67.9,49.9,94,2010
675,"DM","Dominica",46.94,72.16,30.12,72.84,99.67,43.98,2.99,56,,0,66.29,27.95,72.84,99,100,100,33.04,54.92,2.99,100,12,,0,0,80.06,85.12,0,100,44.51,25.36,,91,2010
689,"GE","Georgia",46.72,71.85,29.97,78.56,75.12,61.87,0,56,84.12,0,29.59,45.43,78.56,54,95.45,75.9,55.19,68.55,0,100,12,84.12,0,0,44.53,44.24,0,,40.32,42.22,51.9,100,2010
687,"GA","Gabon",46.4,49.56,44.3,36.01,90.97,21.7,0,12,58.94,28.98,82.94,56.67,36.01,74,100,98.92,5.46,37.94,0,,12,58.94,26.77,31.2,86.49,84.84,77.49,,90,79.52,1.77,82,2010
638,"BS","Bahamas",46.38,73.46,28.33,70.09,98.33,51.95,11.37,12,21.31,38.77,75.53,0,70.09,95,100,100,42.49,61.41,11.37,,12,21.31,11.5,66.04,79.55,81.77,65.26,,0,0,,88,2010
646,"BT","Bhutan",46.2,40.4,50.06,40.08,45.02,36.11,0,50,63.12,,94.92,,40.08,60,49.87,25.18,9.67,62.55,0,100,0,63.12,,,94.92,96.13,,,,,,72,2010
648,"BA","Bosnia and Herzegovina",45.86,77.74,24.61,90.03,71.16,72.02,3.18,56,100,,2.5,31.71,90.03,55,89.4,69.06,62.88,81.16,3.18,100,12,100,,,2.5,2.5,,,34.14,17.86,57.95,100,2010
800,"VU","Vanuatu",45.76,55.83,39.04,67.48,72,28.03,27.06,56,74.82,53.66,27.46,,67.48,16,100,100,14.93,41.13,27.06,100,12,74.82,12.7,94.63,24.34,24.34,33.72,,,,,24,2010
641,"BB","Barbados",45.33,87.14,17.45,88.3,100,73.12,11.37,84,,50,2.28,12.38,88.3,100,100,100,49.79,96.44,11.37,,84,,0,100,0.54,0.54,8.03,0,11,14.85,,88,2010
792,"TM","Turkmenistan",45.13,66.26,31.04,47.68,99.4,51.7,9.8,50,,,17.86,61.67,47.68,100,100,98.2,85.07,18.34,9.8,100,0,,,,17.86,21.94,,,79.84,69.25,44.76,100,2010
754,"PE","Peru",44.49,55.28,37.31,53.06,84.28,28.48,20.98,92,32.52,27.94,68.95,16.71,53.06,64,100,88.85,23.68,33.29,20.98,100,84,32.52,19.86,36.03,80.33,68.86,70.61,56,41.91,23.2,0,85,2010
735,"MN","Mongolia",44.46,54.61,37.7,64.65,76,23.19,19.8,88,0,,73.25,25.06,64.65,28,100,100,13.14,33.23,19.8,100,76,0,,,69.27,59.41,,100,69.66,9.81,54.19,86,2010
703,"ID","Indonesia",44.42,55.69,36.9,66.1,77.35,23.63,0.02,51.85,7.75,27.45,77.88,45.25,66.1,45,100,87.05,15.6,31.67,0.02,19.7,84,7.75,29.28,25.62,82.14,87.06,88.31,54,53.88,42.98,49.45,94,2010
755,"PH","Philippines",43.94,60.4,32.97,61.96,81.89,37.34,0.53,45.38,31.35,23.37,64.67,35.73,61.96,50,100,95.68,26.3,48.38,0.53,18.75,72,31.35,20.19,26.54,63.89,76.24,78.56,40,78.85,30.28,46.15,83,2010
799,"UZ","Uzbekistan",43.72,68.92,26.92,54.46,83.72,68.59,0,50,55.41,,12.87,51.9,54.46,89,91.64,70.5,100,37.19,0,100,0,55.41,,,12.87,23.24,,,90,51.49,52.61,100,2010
679,"SV","El Salvador",43.65,65.28,29.23,70.86,92.67,32.31,0.62,84,9.9,31.98,24.52,58.24,70.86,78,100,100,22.97,41.66,0.62,100,68,9.9,21.05,42.91,5.55,3.98,64.03,,50.76,44.52,85.44,92,2010
658,"CV","Cape Verde",43.5,64.29,29.64,75.26,89.33,28.27,19.4,92,,41.37,7.32,45.04,75.26,68,100,100,17.73,38.82,19.4,100,84,,16.67,66.07,14.64,14.64,0,0,40.29,45.15,,67,2010
740,"NA","Namibia",43.27,54.35,35.88,53.34,81.43,28.29,13,56,,25.07,94.39,0.54,53.34,45,100,99.28,5.2,51.38,13,100,12,,16.98,33.15,100,100,83.16,,9.29,0,0,44,2010
662,"CN","China",43.13,43.06,43.18,77.7,18.64,32.84,18.18,33.85,25.34,14.62,66.63,65.16,77.7,54,1.91,0,19.63,46.05,18.18,15.71,52,25.34,20.03,9.21,64.33,80.41,67.76,54,39.29,75,51.83,100,2010
659,"CF","Central African Republic",42.65,30.34,50.85,14.45,65.96,10.62,0,90,43.06,,97,,14.45,4,100,93.88,5.75,15.49,0,100,80,43.06,,,97,97.02,,,,,,9,2010
722,"LY","Libya",42.57,72.03,22.94,80.9,97.96,37.23,18.08,12,,36.46,0.89,46.61,80.9,100,100,93.88,66.58,7.88,18.08,,12,,13.43,59.49,0.63,2.03,0,,59.07,8.59,60.08,100,2010
804,"ZM","Zambia",41.49,35.61,45.41,24.41,71.61,10.8,4.2,42.83,13.28,,100,,24.41,17,100,97.84,8.66,12.94,4.2,13.66,72,13.28,,,100,100,,,,,,19,2010
680,"GQ","Equatorial Guinea",41.09,38.37,42.9,15.72,74.21,25.18,1.25,0,37.94,52.38,91.32,,15.72,23,100,99.64,44.18,6.18,1.25,,0,37.94,22.5,82.26,100,100,65.29,100,,,,29,2010
752,"PG","Papua New Guinea",41.07,40.8,41.25,45.46,75.67,1.28,0,56,45.05,50.29,25.68,89.98,45.46,27,100,100,1.22,1.33,0,100,12,45.05,22.02,78.57,14.23,12.52,61.97,14,78.61,90,,15,2010
717,"LA","Laos",40.96,35.97,44.29,54.4,37.57,15.93,0,80,13.28,,93.85,,54.4,4,65.9,42.81,16.04,15.82,0,100,60,13.28,,,93.85,96.92,,,,,,66,2010
763,"SN","Senegal",40.56,44.55,37.91,34.61,83,16.03,2.06,17.45,,19.12,85.36,,34.61,49,100,100,12.21,19.86,2.06,22.9,12,,16.67,21.56,99.49,79.36,77.21,,,,,57,2010
716,"KG","Kyrgyzstan",40.55,63.26,25.41,55.94,86.75,47.1,4.2,94,68.23,,15.77,,55.94,66,100,94.24,54.32,39.88,4.2,100,88,68.23,,,20.21,21.83,,0,,,,100,2010
653,"BF","Burkina Faso",40.22,31.43,46.08,11.99,69.33,12.95,0.02,88,,,83.75,,11.99,8,100,100,0.87,25.03,0.02,100,76,,,,83.75,83.75,,,,,,13,2010
727,"MW","Malawi",39.64,38.28,40.54,26.14,67.67,21.03,0,88,0,,87.81,,26.14,3,100,100,12.93,29.13,0,100,76,0,,,94.62,72.89,,100,,,,9,2010
667,"CI","Cote d'Ivoire",39.57,38.58,40.22,27.57,73.52,14.65,0.6,80,0,34.41,81.23,49.3,27.57,22,100,98.56,2.64,26.66,0.6,100,60,0,15.18,53.64,100,100,57.94,67,48.32,53.16,41.59,59,2010
753,"PY","Paraguay",39.2,58.9,26.07,63.28,83.67,29.76,0.16,92,0,,31.2,44.09,63.28,51,100,100,23.69,35.83,0.16,100,84,0,,,31.2,31.46,,,46.91,16.3,98.84,97,2010
665,"CG","Congo",39.14,36.49,40.91,25.85,73.37,10.24,0.18,92,47.23,0,66.29,59.88,25.85,23,100,97.12,1.03,19.46,0.18,,92,47.23,0,0,55,55.34,88.53,,55.48,90,0.01,37,2010
683,"ET","Ethiopia",39.04,34.25,42.24,32.93,66.85,2.96,0,60,35.07,,83.78,,32.93,2,100,98.56,1.46,4.46,0,100,20,35.07,,,93.15,82.94,,71,,,,23,2010
793,"UG","Uganda",38.93,36.63,40.46,29.33,67.4,13.15,0.56,58,4.34,,91.31,,29.33,4,100,98.2,6.05,20.26,0.56,100,16,4.34,,,88.24,88.6,,100,,,,15,2010
786,"TL","Timor-Leste",38.71,43.43,35.56,49.28,69.33,11.67,0.3,50,31.35,58.55,60.43,,49.28,8,100,100,7.39,15.95,0.3,100,0,31.35,18.18,98.92,50.89,50.89,79.51,,,,,38,2010
746,"NG","Nigeria",38.56,32.72,42.45,20.15,69.94,8.08,1.08,92,29.16,26.4,57.54,70.55,20.15,26,100,83.81,4.83,11.32,1.08,100,84,29.16,29.65,23.14,75.96,58.22,45.96,50,90,90,31.66,48,2010
697,"GY","Guyana",37.88,68.5,17.47,63.35,97.55,44.59,0,92,63.12,17.3,18.66,0.64,63.35,93,100,99.64,35.8,53.38,0,100,84,63.12,4.19,30.41,29.98,26,0,,42.62,0,,78,2010
802,"VN","Viet Nam",37.46,50.46,28.79,61.89,50.25,39.25,0.14,58.25,17.25,21.38,43.39,44.51,61.89,44,62.51,44.24,25.35,53.14,0.14,28.5,88,17.25,16.98,25.77,36.46,21.17,72.93,43,3.03,46.08,41.43,96,2010
778,"SZ","Swaziland",36.87,42.27,33.27,28.69,81.67,16.46,55.5,58,52.35,,17.69,14.04,28.69,45,100,100,14.99,17.93,55.5,100,16,52.35,,,17.69,17.41,,,68.53,13.59,,35,2010
741,"NP","Nepal",36.5,30.41,40.55,53.57,16.63,21.03,0,92,63.12,,61.79,,53.57,18,31.9,0,5.87,36.18,0,100,84,63.12,,,61.79,42.63,,,,,,76,2010
713,"KE","Kenya",36.49,37.73,35.66,32.2,73.33,7.65,0.52,92,15.46,36.36,67.35,,32.2,20,100,100,4.26,11.05,0.52,100,84,15.46,3.85,68.87,76.82,68.24,74.33,50,,,,23,2010
656,"CM","Cameroon",36.28,36.91,35.86,21.61,73.08,16.03,0,92,43.06,0,45.67,62.13,21.61,25,100,94.24,10.94,21.11,0,100,84,43.06,0,0,55.56,65.11,0,62,41.76,63.79,58.84,49,2010
784,"TZ","Tanzania",35.89,35.14,36.39,33.27,68.43,3.71,0.42,65.87,14.9,26.2,79.12,,33.27,6,100,99.28,0,7.41,0.42,43.74,88,14.9,0,52.41,99.86,99.72,81.91,35,,,,15,2010
655,"KH","Cambodia",35.57,43.07,30.58,51.22,68.41,9.57,0,64,0,0,78.93,,51.22,11,100,94.24,5.05,14.08,0,100,28,0,0,0,100,100,36.78,,,,,31,2010
696,"GW","Guinea-Bissau",35.53,30.19,39.09,13.88,67.33,9.35,0,56,13.81,26.7,89.87,,13.88,2,100,100,1.15,17.56,0,100,12,13.81,11.2,42.19,89.87,99.36,,,,,,57,2010
761,"RW","Rwanda",35.3,38.44,33.21,33.47,65.06,16.8,0,60,45.05,,56.32,,33.47,2,100,93.17,16.87,16.72,0,100,20,45.05,,,56.32,59.76,,,,,,11,2010
693,"GD","Grenada",35.13,75.63,8.12,74.97,100,51.93,11.37,50,,0,3.74,4.14,74.97,100,100,100,49.81,54.04,11.37,100,0,,0,0,11.18,3.77,0,0,22.86,0,,88,2010
749,"PK","Pakistan",34.42,38.55,31.68,64.73,22.94,27.98,3.52,74,43.06,13.51,41.43,44.33,64.73,36,32.82,0,10.8,45.16,3.52,100,48,43.06,2.17,24.85,58.4,51.11,56.2,0,38.83,43.56,45.87,91,2010
705,"IQ","Iraq",33.24,57.65,16.98,70.75,68.19,34,8.29,50,,,0,36.03,70.75,100,68.96,35.61,35.35,32.65,8.29,100,0,,,,0,0,,,14.6,37.84,37.02,98,2010
645,"BJ","Benin",32.19,33.92,31.04,24.08,66.67,11,0.01,74.05,,0,65.88,,24.08,9,100,91.01,0,22.01,0.01,80.1,68,,0,0,98.86,98.79,0,,,,,28,2010
691,"GH","Ghana",32,39.88,26.74,32.83,69.12,17.71,10.25,92,10.81,31.03,34.26,27.3,32.83,16,100,91.37,0,35.41,10.25,100,84,10.81,27.6,34.47,78.03,59.02,0,0,70.71,36.71,8.41,61,2010
770,"SB","Solomon Islands",31.55,46.19,21.79,53.54,70,15.04,0,56,35.07,56.41,17.58,,53.54,10,100,100,3.98,26.09,0,100,12,35.07,13.04,99.77,8.45,8.45,53.41,0,,,,19,2010
783,"TJ","Tajikistan",31.27,49.72,18.97,43.52,69.06,36.58,2.25,76,,,24.28,,43.52,66,82.19,58.99,58.79,14.37,2.25,100,52,,,,24.28,33.94,,,,,,100,2010
664,"KM","Comoros",31.26,47.08,20.72,33.14,76.33,31.77,3.96,58,68.23,48.26,0,,33.14,29,100,100,6.3,57.25,3.96,100,16,68.23,0,96.52,0,0,0,0,,,,48,2010
702,"IN","India",31.03,32.55,30.01,48.88,23.82,24.94,10.49,58.4,35.07,23.54,39.18,35.24,48.88,42,29.47,0,5.9,43.98,10.49,24.79,92,35.07,28.95,18.14,27.61,36.33,60.79,32,51.47,26.89,51.91,75,2010
660,"TD","Chad",30.84,29.13,31.99,14.05,70.55,2.79,0,75.14,,,55.34,,14.05,12,100,99.64,0,5.57,0,78.28,72,,,,55.34,51.22,,,,,,4,2010
803,"YE","Yemen",29.98,43.33,21.09,38.28,81.14,10.57,0.49,92,,30.85,23.59,,38.28,67,96.56,79.86,13.14,8.01,0.49,100,84,,25.29,36.41,3.29,3.29,64.21,,,,,45,2010
738,"MZ","Mozambique",29.86,30.89,29.16,21.65,68.33,2.7,2.5,50.7,3.99,25.22,63.17,,21.65,5,100,100,1.19,4.2,2.5,17.4,84,3.99,6.43,44.02,90.84,95.44,66.38,0,,,,15,2010
688,"GM","Gambia",29.2,40.78,21.48,21.47,69.67,31.2,0.4,92,,0,37.05,,21.47,9,100,100,21.45,40.95,0.4,100,84,,0,0,23.96,34.64,52.56,,,,,31,2010
631,"AO","Angola",28.62,35.12,24.28,14.32,79.87,11.18,0,56,26.24,23.59,41.7,,14.32,45,100,94.6,15.37,6.99,0,100,12,26.24,19.85,27.34,65.54,62.37,38.89,0,,,,35,2010
674,"DJ","Djibouti",28.23,51.96,12.4,29.86,93.15,32.87,0,84,,0,15.45,,29.86,87,100,92.45,17.58,48.16,0,,84,,0,0,0.01,0.01,61.78,0,,,,50,2010
695,"GN","Guinea",27.91,31.88,25.27,17.25,67.55,10.84,0.75,94,17.25,20.88,41,,17.25,3,100,99.64,1.14,20.55,0.75,100,88,17.25,11.48,30.28,39.78,24.24,0,100,,,,20,2010
739,"MM","Myanmar",27.73,42.12,18.14,44.66,52.68,29.03,0,80,24.47,0,28.62,,44.66,8,85.3,64.75,27.88,30.19,0,100,60,24.47,0,0,36.02,25.86,52.61,0,,,,49,2010
787,"TG","Togo",27.68,32.25,24.63,25.1,66.63,5.03,0,92,28.15,0,44.23,,25.1,6,100,93.88,0,10.06,0,100,84,28.15,0,0,66.28,66.41,0,,,,,28,2010
731,"MR","Mauritania",26.92,37.12,20.12,26.18,80.67,4.5,0,56,,21.23,32.63,,26.18,42,100,100,3.45,5.55,0,100,12,,11.61,30.86,3.16,2.54,92.2,,,,,18,2010
745,"NE","Niger",26.37,26.95,25.98,10.56,67.4,2.9,0,78,,,41.56,,10.56,4,100,98.2,0,5.79,0,100,56,,,,41.56,36.55,,,,,,9,2010
654,"BI","Burundi",26.31,32.87,21.93,17.27,64.88,16.45,0,88,22.83,,30.29,,17.27,4,100,90.65,11.78,21.12,0,100,76,22.83,,,30.29,30.5,,,,,,5,2010
726,"MG","Madagascar",26.21,36.51,19.34,39.99,67.33,2.22,0.53,92,7.75,0,36,,39.99,2,100,100,0,4.43,0.53,100,84,7.75,0,0,18.55,17.97,64.48,43,,,,14,2010
681,"ER","Eritrea",25.45,42.66,13.98,44.38,78.08,5.53,0,92,,0,17.94,,44.38,40,100,94.24,0,11.06,0,100,84,,0,0,28.28,25.55,0,,,,,33,2010
640,"BD","Bangladesh",25.32,29.7,22.4,52.69,14.27,22.15,0,92,22.83,0,39.68,,52.69,9,33.82,0,13.73,30.56,0,100,84,22.83,0,0,11.26,30.5,77.27,,,,,55,2010
672,"CD","Dem. Rep. Congo",25.18,24.44,25.67,10.21,58.89,4.24,0,58,26.24,,44.66,,10.21,7,94.48,75.18,4.54,3.94,0,100,16,26.24,,,59.59,59.49,,0,,,,15,2010
776,"SD","Sudan",24.54,36.01,16.9,29.27,73.55,5.2,0,92,,23.12,16.29,,29.27,21,100,99.64,2.26,8.14,0,100,84,,3.97,42.27,5.77,2.81,40.28,,,,,29,2010
721,"LR","Liberia",23.76,37.38,14.68,34.23,67.33,10.58,0,96,20.58,31.17,4.13,,34.23,2,100,100,0.92,20.24,0,100,92,20.58,14.63,47.7,10.35,6.19,0,0,,,,4,2010
628,"AF","Afghanistan",21.56,34.6,12.87,31.88,65.32,6.61,0,50,52.35,,2.52,,31.88,15,98.59,82.37,3.9,9.32,0,100,0,52.35,,,2.19,4.53,,0,,,,41,2010
720,"LS","Lesotho",20.47,42.45,5.82,33.66,79.67,14.01,0.3,56,,,1.3,,33.66,39,100,100,3.37,24.64,0.3,100,12,,,,1.3,1.3,,,,,,17,2010
766,"SL","Sierra Leone",19.21,27.6,13.62,10.96,67.33,4.5,0,56,18.52,25.25,12.15,,10.96,2,100,100,0,9,0,100,12,18.52,19.12,31.38,31.39,5.05,0,,,,,12,2010
698,"HT","Haiti",18.8,36.52,6.98,31.58,69.67,8.32,0,52,23.64,0,1.09,,31.58,9,100,100,3.27,13.37,0,100,4,23.64,0,0,1.59,2.76,0,0,,,,34,2010
729,"ML","Mali",18.2,27.83,11.77,8.61,67.33,7.55,0,58,,,14.3,,8.61,2,100,100,1.94,13.15,0,100,16,,,,14.3,19.92,,,,,,17,2010
771,"SO","Somalia",15.35,28.62,6.5,17.58,67.01,1.26,3.96,56,,0,1.75,,17.58,5,100,96.04,2.52,0,3.96,100,12,,0,0,3.43,3.56,0,0,,,,29,2010
958,"CH","Switzerland",88.79,95.27,84.47,100,85.8,100,96.95,46.97,49.65,,99.74,78.14,100,95,91.54,70.86,100,100,96.95,1.94,92,49.65,,,99.74,99.88,,,67.91,38.47,98.63,100,2009
902,"LU","Luxembourg",83.69,93.75,76.99,95.44,85.8,100,95,59.5,33.76,,100,56.75,95.44,95,94.42,67.99,100,100,95,27,92,33.76,,,100,100,,,65.21,54.4,39.86,100,2009
849,"CZ","Czech Republic",81.97,92.25,75.11,100,78.85,97.92,75.68,62.6,45.05,,98.34,65.82,100,99.4,80.31,56.83,99.87,95.96,75.68,29.2,96,45.05,,,98.34,98.41,,,77.62,30.98,54.43,100,2009
813,"AU","Australia",81.89,99.17,70.36,99.18,98.33,100,92.33,64.43,100,18.21,81.28,47.67,99.18,95,100,100,100,100,92.33,52.86,76,100,21.77,14.65,70.09,69.73,99.29,86,44.55,31.12,53.98,100,2009
945,"SG","Singapore",81.78,99.44,70.01,100,98.33,100,99.65,96,,0,46.33,86.85,100,95,100,100,100,100,99.65,,96,,0,0,28.47,28.47,82.04,,90,0,81.37,72.6,2009
868,"DE","Germany",80.6,93.72,71.85,100,81.15,100,95.18,61.19,31.35,11.67,100,62.77,100,95,85.5,62.95,100,100,95.18,30.38,92,31.35,4.89,18.46,100,100,100,,65.24,27.82,58.26,100,2009
952,"ES","Spain",79.5,97.11,67.76,94.99,97.01,99.34,92.83,60.95,45.05,24.06,56.56,81.84,94.99,95,100,96.04,99.76,98.92,92.83,29.91,92,45.05,23.32,24.8,50.34,46.11,73.21,,77.96,69.8,89.97,100,2009
814,"AT","Austria",78.54,93.11,68.82,99.99,79.34,100,79.05,60.38,19.87,,86.59,62.09,99.99,95,83.65,59.35,100,100,79.05,28.77,92,19.87,,,86.59,93.99,,,54.7,51.19,76.91,100,2009
957,"SE","Sweden",77.94,99.14,63.81,99.93,97.49,100,87.86,60.73,14.35,25.06,62.13,77.34,99.93,95,100,97.48,100,100,87.86,29.46,92,14.35,11.29,38.83,46.91,49.95,89.54,,77.67,29.51,76.93,100,2009
925,"NO","Norway",77.81,99.44,63.38,100,98.33,100,77.05,46,32.52,20.08,70.59,75.65,100,95,100,100,100,100,77.05,0,92,32.52,13.26,26.9,75,76.4,60.38,,65.82,15.48,95.33,100,2009
974,"GB","United Kingdom",76.88,97.83,62.91,99.1,94.38,100,97.93,60.72,43.06,0,70.1,54.24,99.1,95,100,88.13,100,100,97.93,25.44,96,43.06,0,0,100,100,80.39,0,57.37,24.81,48.64,100,2009
851,"DK","Denmark",76.87,98.21,62.65,100,94.62,100,93.45,62.19,18.52,8.06,66.86,67.22,100,95,100,88.85,100,100,93.45,32.37,92,18.52,9.09,7.02,73.42,73.42,53.74,,68.22,45.65,65.31,100,2009
920,"NL","Netherlands",76.81,92.78,66.17,99.78,78.55,100,98.82,61.72,33.76,1.32,86.18,53.32,99.78,95,82,58.63,100,100,98.82,27.44,96,33.76,2.65,0,87.23,87.23,84.08,,51.32,23.74,57.54,100,2009
947,"SI","Slovenia",76.74,92.58,66.18,100,81.78,95.97,53.99,58.25,45.05,,100,54.59,100,95.2,86.84,63.31,100,91.94,53.99,24.5,92,45.05,,,100,100,,,54.68,21.68,58.47,100,2009
879,"IS","Iceland",76.43,98.65,61.61,97.63,98.33,100,51.94,49.62,,16.85,81.9,71.31,97.63,95,100,100,100,100,51.94,3.24,96,,9.88,23.81,85.77,91.53,68.38,,57.21,42.29,99.77,100,2009
921,"NZ","New Zealand",76.41,87.72,68.88,93.55,98.33,71.28,77.9,83.18,100,4.95,76.05,62.94,93.55,95,100,100,42.55,100,77.9,70.36,96,100,9.9,0,83.93,84.27,100,36,63.47,35.01,63.15,100,2009
863,"FI","Finland",75.86,99.44,60.13,100,98.33,100,84.25,63.03,11.77,37.39,61.77,62.24,100,95,100,100,100,100,84.25,30.06,96,11.77,11.76,63.01,50.08,50.36,84.88,,62.1,37.12,62.75,100,2009
935,"PT","Portugal",75.2,97.03,60.65,98.85,97.97,94.26,70.33,60.65,7.75,30.02,64.35,80.68,98.85,95,100,98.92,100,88.52,70.33,29.3,92,7.75,18.43,41.61,50.29,48.8,58.33,100,78.41,50.93,90,100,2009
946,"SK","Slovakia",74.67,88.78,65.25,91.95,77.02,97.38,57.64,59.73,21.31,,84.33,72.48,91.95,99.3,78.87,52.88,94.89,99.88,57.64,31.46,88,21.31,,,84.33,91.11,,,90,39.14,53.21,100,2009
886,"IT","Italy",74.38,81.86,69.39,100,82.06,63.51,91.44,54.84,55.41,24.58,79.77,63.41,100,95,83.56,67.63,27.03,100,91.44,29.68,80,55.41,11.76,37.4,62.69,63.18,93.19,100,53.69,62.07,82.59,100,2009
884,"IE","Ireland",74.3,96.24,59.68,100,98.33,90.39,87.47,55.57,100,15.95,18.74,75.01,100,95,100,100,84.11,96.67,87.47,23.13,88,100,5.97,25.94,10.36,10.36,35.49,,70.69,6.08,84.84,100,2009
860,"EE","Estonia",73.47,86.43,64.84,92.96,95.74,70.6,75.27,63.44,9.02,27.66,100,56.71,92.96,88.3,100,98.92,60.6,80.59,75.27,30.88,96,9.02,0,55.32,100,100,100,,79.79,0,42.15,100,2009
870,"GR","Greece",73.34,91.34,61.34,100,86.3,87.7,87.33,55.87,22.83,28.66,66.49,59.79,100,95,91.97,71.94,80.63,94.77,87.33,27.74,84,22.83,27.08,30.23,95.73,96.11,74.1,0,60.38,33.91,61.66,100,2009
835,"CA","Canada",72.93,97.42,56.6,99.87,96.53,95.86,80.42,60.22,16.64,23.61,58,59.85,99.87,95,100,94.6,96,95.72,80.42,24.45,96,16.64,18.34,28.87,49.29,57.96,74.73,50,53.78,29.2,72.18,100,2009
973,"AE","United Arab Emirates",72.38,87.15,62.54,94.68,84.39,82.38,67.06,92,,23.36,96.47,33.86,94.68,99.7,89.09,64.39,72.01,92.75,67.06,,92,,7.47,39.24,94.8,94.61,100,,16.44,0,69.12,93.7,2009
888,"JP","Japan",71.47,92.69,57.33,97.95,80.11,100,71.26,46.68,55.41,23.72,73.53,43.54,97.95,95,84.18,61.15,100,100,71.26,1.37,92,55.41,22.07,25.37,87.8,90.78,72.56,43,43.59,34.45,43.51,100,2009
864,"FR","France",70.73,96.01,53.87,100,88.03,100,83.8,61.17,37.94,0,54.45,49.83,100,95,93.91,75.18,100,100,83.8,30.33,92,37.94,0,0,80.81,86.62,50.38,0,55.72,43.07,38.23,100,2009
878,"HU","Hungary",70.18,89.02,57.62,96.08,70.99,99.99,58.62,61.89,100,,29.57,66.87,96.08,95.5,73.58,43.88,99.99,100,58.62,31.78,92,100,,,29.57,29.57,,,75.68,44.03,73.08,100,2009
934,"PL","Poland",69.55,76.6,64.85,97.69,72.81,59.31,60.73,61.04,58.94,26.52,91.76,60.53,97.69,95.5,75.1,47.84,44.95,73.66,60.73,26.08,96,58.94,16.67,36.38,100,100,75.28,,77.14,46.79,48.99,100,2009
820,"BY","Belarus",68.11,82.05,58.82,87.24,85.34,73.57,86.45,68,68.23,,41.25,43.15,87.24,99.2,88.47,68.35,53.3,93.84,86.45,100,36,68.23,,,41.25,41.25,,,90,36.27,41.89,100,2009
839,"CL","Chile",67.62,86.25,55.21,90,96.05,72.69,68.85,64.99,100,21.61,54.43,35.92,90,93.2,100,94.96,72.28,73.11,68.85,37.98,92,100,17.69,25.52,59.81,46.21,71.68,40,53.08,32.93,12.23,99.8,2009
908,"MT","Malta",67.18,94.42,49.03,85.05,98.21,100,37.01,16.01,,0,80.96,55.32,85.05,95,100,99.64,100,100,37.01,28.02,4,,0,0,100,100,42.88,,52.53,60.01,59.41,100,2009
975,"US","United States of America",67.03,91.55,50.69,94.49,93.9,86.27,63.66,59.09,14.35,4.32,63.35,56.45,94.49,95,100,86.69,92.17,80.36,63.66,38.18,80,14.35,3.36,5.28,49.58,59.81,100,44,54.67,29.84,60.18,100,2009
821,"BE","Belgium",66.55,90.1,50.84,98.27,72.03,100,60,59.5,23.64,0,57.55,64.47,98.27,95,75.06,46.04,100,100,60,27,92,23.64,0,0,86.33,86.33,0,,61.8,35.28,70.09,100,2009
829,"BN","Brunei Darussalam",66.53,89.68,51.1,98.64,97.01,73.38,37.84,68,36.46,41.66,100,21.73,98.64,95,100,96.04,46.76,100,37.84,,68,36.46,10.71,72.62,100,100,,,0,16,64.57,72.6,2009
940,"SA","Saudi Arabia",66.36,87.43,52.31,92.98,85.82,83.48,28.54,84,,6.62,93.7,46.63,92.98,95,90.89,71.58,100,66.97,28.54,,84,,13.24,0,100,100,81.1,,45.83,44.12,48.49,93.7,2009
848,"CY","Cyprus",66.15,95.31,46.71,99.45,86.49,100,9.44,56.76,35.07,32.68,77.03,61.92,99.45,95,95.39,69.06,100,100,9.44,25.51,88,35.07,21.57,43.79,100,100,31.08,,64.92,46.81,57.34,100,2009
885,"IL","Israel",65.97,93.23,47.79,96.77,82.93,100,88.4,13.32,,0,39.12,41.86,96.77,95,89.77,64.03,100,100,88.4,22.64,4,,0,0,71.61,39.88,45.01,0,31.85,38.6,61.48,100,2009
